Date,Day-number,MMM,AA,AAPL,AEP,ALL,AMD,AMGN,APD,ATT,BA,BAC,BMY,CAT,CL,COG,CPB,CTL,DD,DE,ED,EL,FORD,FLS,GD,HAL,IBM,JNJ,K,KO
15-May-03,37756.00,62.92,22.75,9.28,26.27,36.58,7.47,61.85,44.04,24.76,30.16,37.21,26.37,26.7,58.34,8.38,21.88,32.92,42.6,22.32,39.56,33.52,9.96,17.66,32.45,12.18,89.9,55.44,33.84,44.64
14-May-03,37755.00,61.58,22.71,9.34,25.57,36.49,7.52,61.5,43.71,24.66,29.49,36.97,26.27,26.4,57.77,8.35,21.9,32.5,42.87,22.25,39.11,33.42,10.02,17.37,31.56,12.1,88.7,55.35,33.46,44.25
13-May-03,37754.00,61.74,22.97,9.28,25.61,36.38,7.5,61.99,43.95,24.54,29.55,37.16,26.18,26.58,57.39,8.34,21.93,32.69,43.24,22.09,39,33.53,10.14,17.26,31.3,11.95,89.98,55.5,33.61,44.25
12-May-03,37753.00,62.22,23.27,9.15,25.69,36.46,7.43,61.24,43.77,24.64,29.82,37.26,26.32,27.12,58.34,8.4,22.01,32.49,43.64,22.35,38.72,33.12,10.04,17.74,31.35,11.62,89,56.16,33.56,44.3
9-May-03,37750.00,61.4,23.09,9,25.5,36.32,7.35,60.47,42.95,23.67,29.1,37,25.93,26.58,57.37,8.43,21.64,32.18,42.9,22.24,39.49,33.1,9.89,17,30.6,11.85,87.55,56.34,33.39,43.99
8-May-03,37749.00,61.54,22.74,8.82,25.25,36.25,7.25,59.55,42.32,23.01,28.14,36.84,25.6,25.98,56.98,8.34,21.54,31.4,42.19,21.83,39.1,33.15,9.92,16.56,30.16,11.76,86.05,56.44,32.87,42.88
7-May-03,37748.00,60.76,23.06,8.75,25.5,36.9,7.49,60.97,42.67,23.07,28.38,37.13,25.85,26.66,57.75,8.32,21.88,31.25,42.65,22.15,38.92,33.3,10,16.35,30.78,11.68,86.68,57.01,33.3,43.27
6-May-03,37747.00,61.41,23.23,8.04,25.75,37,7.64,62.71,43.19,23.75,28.14,37.2,25.77,26.95,57.55,8.34,22,31.34,43.06,21.98,38.81,33.64,10.03,15.94,30.88,11.33,87.51,56.52,32.97,41.02
5-May-03,37746.00,62.4,23.18,7.22,25.79,38.06,7.57,63.27,43.1,23.53,27.62,37.07,25.78,26.34,57.6,8.35,21.86,31.15,42.8,22,38.8,33.41,10.05,15.98,30.6,11.08,86.52,56.46,33.04,40.53
2-May-03,37743.00,63.08,23.08,7.18,25.33,38.35,7.4,62.53,43.1,24.01,28.62,37.46,25.85,26.18,57.15,8.3,22.01,31.33,43,21.98,38.67,33.77,10.04,16,30.74,10.98,87.57,56.64,33.04,41
1-May-03,37742.00,62.45,22.79,7.11,25.73,38.19,7.36,61.3,42.75,23.29,27.11,37.12,25.54,25.92,56.89,8.36,21.94,30.4,41.99,21.63,38.86,32.35,9.98,15.4,30.1,10.62,85.89,56.32,32.89,40.44
30-Apr-03,37741.00,63.02,22.93,7.03,26.38,37.79,7.44,62.1,43.07,23.36,27.28,37.02,25.54,26.3,57.17,8.17,22.03,29.45,42.53,22.02,38.87,32.5,10.3,15.44,31.04,10.7,84.9,56.36,32.74,40.4
29-Apr-03,37740.00,63.48,22.71,6.93,26.26,37.4,7.66,62.89,42.6,23.05,27.76,36.87,25.21,26.2,57.5,8.2,22.22,29.35,42.37,21.84,38.95,30.3,10.32,15.32,31.32,10.5,85.66,56.89,33.05,40.83
28-Apr-03,37739.00,63.4,22.47,6.68,25.28,38,7.59,63,42.21,23.05,27.38,36.84,24.36,26.39,57.41,8.24,22.24,29.5,41.73,21.75,39.3,29.9,10.16,15.37,31.28,10.66,85.12,57.01,32.68,40.33
25-Apr-03,37736.00,61.45,21.92,6.72,25.16,37.56,7.54,63.99,41.26,22.12,27.19,36.29,23.95,25.96,56.68,8.4,21.86,28.68,41.12,21.35,38.91,30.3,9.96,14.76,30.94,10.6,83.88,56.21,31.93,39.42
24-Apr-03,37735.00,62.86,22.01,6.79,25.65,37.61,7.8,63.8,42.81,22.52,27.63,36.78,24.69,26.38,57.2,8.43,21.88,29.06,41.85,21.42,39.24,30.4,10.5,14.96,31.28,10.68,85.21,57.5,32.03,39.91
23-Apr-03,37734.00,63.9,22.71,6.76,24.94,38.41,8.38,60.94,43.2,21.8,28.14,37.28,24.8,26.43,57.42,8.51,22.15,29.61,41.85,21.51,39,30.9,10.86,14.46,31.22,10.58,85.75,56.8,31.74,40
22-Apr-03,37733.00,64.88,22.68,6.57,24.93,38.19,8.44,60.08,42.96,19.98,27.8,37.12,23.79,26.48,57.3,8.47,22.19,28.7,41.01,21.34,38.94,30.75,10.32,14.38,31.08,10.51,85.63,56.09,32.1,40.41
21-Apr-03,37732.00,64.92,22.75,6.56,25.06,37.28,8.32,60.13,42.13,20.03,26.78,36.4,22.8,25.92,56.32,8.32,21.69,29.01,40.47,20.62,38.51,30.34,9.92,14.29,30.22,10.38,83.36,55.36,31.05,40.11
17-Apr-03,37728.00,64.99,22.71,6.62,25.17,37.47,8.03,59.54,42.33,20.6,26.65,36.44,22.53,25.99,55.75,8.25,21.98,29.31,40.63,20.83,39.09,30.5,9.41,13.5,29.76,10.48,84.26,55.01,31.38,40.4
16-Apr-03,37727.00,64.5,22.37,6.7,24.82,36.6,7.9,60.15,41.62,20.29,26.64,36,22.15,25.7,56.35,8.14,21.63,28.82,40.25,20.1,39.3,30.5,9.23,13.05,29.14,10.14,82.88,54.39,30.87,39.9
15-Apr-03,37726.00,66.82,22.59,6.79,24.71,35.94,7.6,59.08,42.48,21.25,27.29,36.34,22.54,26.35,57.19,8.25,22.02,28.75,40.81,20.44,39.89,29.9,8.35,12.98,28.05,10.4,82.79,55.98,31.32,42.53
14-Apr-03,37725.00,66.62,22.05,6.6,24.43,35.99,7.4,57.88,41.7,21.19,27.25,36,22.55,26.82,56.62,8.34,21.73,28.28,40.3,20.56,39.53,29.98,8.49,12.67,27.8,10.82,80.07,57.78,31.86,42.41
11-Apr-03,37722.00,66.46,21.28,7.18,24,35.1,7.16,57.95,40.86,20.71,26.47,35.67,22.2,26.49,55.52,8.11,21.26,27.58,39.48,20.47,39.5,29.54,8.1,12.37,26.98,10.8,78.75,57.38,31.59,41.43
10-Apr-03,37721.00,66.39,21.25,7.1,24,35.22,6.98,57.6,41.24,21.05,27.09,35.6,22.25,26.42,55.68,8.1,21.34,27.82,39.36,20.68,39.35,29.3,7.9,12.27,26.95,10.72,79.01,57.21,31.38,41.44
9-Apr-03,37720.00,65.8,21.4,7.22,23.89,35.34,6.92,58.65,40.99,21.03,27.48,35.08,22.14,25.86,55.5,8.02,21.26,27.71,39.04,20.54,38.98,29.14,7.94,12.24,26.96,10.42,78.71,57.26,31.14,41.67
8-Apr-03,37719.00,66.74,21.57,7.24,23.67,35.22,7,58.41,41.73,21.48,27.36,35.42,22.57,26.05,55.16,7.98,21.72,28.16,39.8,20.98,39.05,29.55,7.9,12.14,27.64,10.4,80.07,57.5,31.43,41.85
7-Apr-03,37718.00,66.28,21.63,7.2,23.71,35.15,7.15,59.28,42.61,21.91,27.4,34.72,22.46,25.85,54.9,7.97,21.54,28.03,40.51,20.62,39.02,29.55,8.05,12.2,27.56,10.4,80.47,57.33,31.2,41.7
4-Apr-03,37715.00,66.99,20.04,7.23,23.38,35.16,7.1,59.4,42.67,21.9,26.5,35,22.5,25.74,54.52,8.04,21.73,28,40.48,20.6,39.34,29.92,7.89,11.75,27.24,10.26,80.79,57.84,31.25,41.9
3-Apr-03,37714.00,66.92,19.91,7.3,22.9,34.69,7.2,59.73,42.35,21.68,26.55,34.6,22.28,25.9,54.54,7.93,21.56,28,40.16,20.73,39,29.48,7.88,11.97,27.66,10.3,81.91,57.46,30.79,41.2
2-Apr-03,37713.00,66.83,20.1,7.08,23,34.69,7,58.52,43.22,22.15,26.66,34.91,21.97,25.86,55.5,8.09,22.04,28.49,40.57,20.74,39,29.98,7.75,12,28.04,10.66,81.46,58.41,31.11,41.45
1-Apr-03,37712.00,65.42,19.41,7.07,23.38,34.19,6.38,57.55,42.07,21.38,25.67,34,21.85,24.82,55,8.07,21.48,27.89,39.52,19.72,38.91,29.5,7.48,11.24,27.7,10.51,78.73,58.42,30.46,40.39
31-Mar-03,37711.00,65.02,19.38,7.28,22.85,33.17,6.18,58.56,41.43,20.06,25.06,33.42,21.13,24.6,54.44,8,21,27.6,38.86,19.63,38.47,30.36,7.52,11.65,27.54,10.36,78.43,57.87,30.65,40.48
28-Mar-03,37708.00,65.26,20.4,7.24,22.99,33,6.22,58.57,41.64,20.24,26.1,34.29,21.56,25.12,54.35,8.14,21.29,28.04,39.63,19.81,38.46,31,7.41,11.77,28.17,10.72,80.85,57.38,29.86,40.73
27-Mar-03,37707.00,65.83,20.23,7.2,22.92,32.94,6.44,57.95,41.63,20.85,26.52,34.14,21.5,25.36,54.08,8,21.84,28.26,39.85,19.93,38.56,30.44,7.58,11.88,28.23,10.75,81.45,56.96,30.36,40.86
26-Mar-03,37706.00,65.86,20.78,7.28,22.8,32.78,6.46,58.46,41.96,21.43,26.4,34.28,21.34,25.1,53.79,7.82,21.7,28.36,40.42,20.01,38.85,30.35,7.65,11.93,28.05,10.34,81.55,56.66,30.02,40.73
25-Mar-03,37705.00,66.15,21.33,7.18,22.82,32.9,6.69,57.34,41.97,21.15,27.37,34.66,21.95,25.5,53.8,7.95,21.64,28.35,40.24,20.47,39.19,30.05,7.63,12.2,28.24,10.33,83.45,57.08,30.52,41
24-Mar-03,37704.00,65.29,20.83,7.5,22.64,32.84,6.59,58.56,41.47,20.93,27.03,34.4,21.46,25.36,54.11,7.84,21.29,28.01,40,20.18,38.76,30.06,7.56,11.94,28.5,10.06,82.25,56.75,29.93,40.91
21-Mar-03,37701.00,67.18,21.88,7.46,22.84,33.81,7.15,57.97,42.97,21.64,28.1,35.25,22.33,26.28,55.75,7.94,22.35,29.22,41.64,21.54,39.5,30.9,8.02,13.02,28.56,10.35,84.9,58.67,30.89,42.25
20-Mar-03,37700.00,65.3,21.2,7.48,22.83,33.48,7.05,58.3,42.2,21.77,27.82,34.76,22.12,25.31,54.59,8.09,21.78,28.13,39.6,20.56,38.62,30.2,7.5,12.3,28.54,10.56,82.2,57.39,30.32,41.53
19-Mar-03,37699.00,64.86,21.25,7.5,22.53,33.19,6.87,58.87,42.16,21.82,27.95,34.75,22.61,24.9,54.42,8,21.88,27.99,39.84,20.48,38.89,29.96,7.63,12.34,29.21,10.25,82,57.31,30.79,41.81
18-Mar-03,37698.00,64.98,21.14,7.5,22.46,33.19,6.55,58.61,42.17,21.47,27.83,34.17,22.44,24.9,53.45,7.96,21.68,27.76,40.08,20.53,39,29.6,7.55,11.67,28.88,10.45,82.47,56.78,29.88,40.97
17-Mar-03,37697.00,64.75,20.81,7.39,22.07,32.94,5.81,57.64,41.45,21.74,26.9,34.56,22.42,25.12,53.75,7.92,21.68,27.69,38.7,20.44,38.73,29.61,7.19,11.95,28.13,10,82.46,56.39,30.17,40.99
14-Mar-03,37694.00,62.78,19.94,7.36,21.85,31.9,5.77,57,39.5,20.85,25.55,33.66,21.66,23.51,52.2,7.96,20.65,26.95,37.82,19.62,38,28.42,6.76,10.82,26.34,9.78,79,55.19,29.17,39.9
13-Mar-03,37693.00,62.72,19.88,7.11,21.95,31.71,5.79,55.16,39.41,20.5,25.35,33.8,21.65,23.46,52.01,8.07,20.66,26.76,37.3,19.56,38,28.15,7.13,11.13,26.29,9.72,78.45,55.48,28.99,39.45
12-Mar-03,37692.00,60.73,18.87,7.12,21.47,30.68,5.52,55,37.49,19.45,25.15,32.92,21.44,22.11,51.1,8.09,20.43,25.76,35.41,18.98,38.23,27.48,7.08,10.7,26.18,9.6,75.18,54.68,28.2,38.05
11-Mar-03,37691.00,60.5,18.57,7.18,21.42,30.86,5.6,55.1,37.58,19.34,25.22,32.82,21.5,22.25,49.85,8.24,20.27,25.51,35.41,19.48,38.06,27.03,6.6,10.85,26.65,9.77,75.35,54.48,28.04,37.66
10-Mar-03,37690.00,60.84,18.8,7.26,21.37,31.26,5.53,55.7,38.07,19.35,25.52,33.42,22.51,22.4,49.1,8.25,19.99,25.73,35.47,19.68,38.25,27.56,6.99,11.37,27.26,10.07,75.7,54.13,28.02,37.07
7-Mar-03,37687.00,62.25,19.13,7.28,21.95,32.13,5.25,55.4,38.51,20.49,25.84,34.5,22.8,22.9,49.65,8.12,20.4,26.47,36,20.16,39.23,27.95,7.22,11.58,27.58,10.33,77.9,55.3,28.73,37.7
6-Mar-03,37686.00,61.74,19.22,7.31,22.2,31.88,5.32,55.33,37.89,20.42,26.16,34.08,22.53,22.3,49.65,8.27,20.31,26.46,35.11,19.88,39.15,27.7,7.45,11.06,27.4,10.2,77.07,53.3,28.42,37.55
5-Mar-03,37685.00,62.55,20.01,7.28,21.95,32.18,5.42,54.12,38.34,20.85,26.74,34.17,23.15,22.82,50.15,8.15,20.37,27.73,35.67,20.38,39.03,28.09,7.76,10.7,28.2,10,77.73,52.81,29,37.55
4-Mar-03,37684.00,61.85,19.99,7.32,21.61,31.82,5.26,53.85,38.14,20.46,27.45,34.02,22.84,22.61,49.73,8.19,20.37,27.52,35.57,19.92,38.8,28.2,7.74,11.1,29,9.97,76.7,51.69,29,38.37
3-Mar-03,37683.00,62.38,20.44,7.5,21.98,31.88,5.37,54.64,38.91,20.75,27.11,34.29,23.33,23.54,50.05,8.14,20.69,27.27,36.5,20.5,39.1,28.73,8.07,11.74,29.3,10.25,77.33,52.43,30.01,39.21
28-Feb-03,37680.00,62.68,20.5,7.43,21.78,31.63,5.49,54.06,38.76,20.8,27.56,34.62,23.3,23.5,50.31,8.03,20.74,27.4,36.67,20.69,39,28.05,8.32,11.96,29.63,10.13,77.95,52.45,29.57,40.22
27-Feb-03,37679.00,63.09,20.47,7.25,20.95,31.71,5.23,53.25,38.54,21.07,27.95,34.6,23.65,23.36,50.79,8.05,20.8,27.2,36.72,20.82,38.81,28.66,8.33,11.84,30.09,9.98,77.28,52.78,29.8,40.26
26-Feb-03,37678.00,62.4,20.28,7.51,20.33,31.5,5.15,53.86,38.04,20.66,27.84,34.16,23.13,22.88,50.81,8.19,20.49,27.1,36.88,20.82,38.54,28.66,8.11,11.34,30.18,10.15,77.4,51.82,29.77,39.72
25-Feb-03,37677.00,62.85,20.34,7.37,21.26,32.29,5.25,53.15,38.39,21.35,28.19,34.54,23.69,22.91,50.97,8.24,20.78,27.57,36.3,20.88,39.29,28.63,8.08,11.71,30.58,9.97,79.07,52.76,30.1,40.38
24-Feb-03,37676.00,62.51,19.95,7.5,21.1,31.84,5.31,54.6,38.26,20.75,28.49,34.34,23.1,22.9,50.37,8.25,20.67,27.48,36.87,20.7,39.21,28.86,8.29,11.52,30.95,10.24,78.56,52.43,29.86,39.82
21-Feb-03,37673.00,63.42,20.77,7.38,21.63,32.19,5.39,53.99,38.83,20.73,29.64,35.18,23.14,23.27,51,8.06,21.06,27.38,37.54,21.36,39.31,28.7,8.44,12.02,31.95,10,79.95,53.48,30.27,40.64
20-Feb-03,37672.00,62.42,20.25,7.42,20.73,31.46,5.33,53.98,38.5,21.3,29.17,34.73,22.55,23.15,50.07,7.87,20.98,26.18,36.87,21.24,38.77,28.72,8.65,11.66,32,9.71,79.04,51.92,30.12,40.05
19-Feb-03,37671.00,62.94,20.53,7.64,20.79,31.45,5.58,53.62,38.97,23.03,30.18,34.88,22.37,22.98,50.5,7.72,21.33,27,37.11,21.54,38.84,28.83,8.82,11.25,32.76,9.7,79.51,52.57,31.22,40.67
18-Feb-03,37670.00,63.3,20.95,7.34,20.94,31.69,5.48,52.6,39.81,23.69,30,34.9,22.6,22.28,50.92,7.67,21.61,27.64,37.9,21.54,39.24,29.1,8.93,11.6,32.64,9.78,79.33,53.06,31.74,41.1
14-Feb-03,37666.00,62.54,20.05,7.27,20.6,32.07,5.1,51.78,40.39,23.35,30.15,34.44,21.99,21.62,50.73,7.68,21.86,27.1,37.09,21,39.03,29.13,8.69,11.25,32.62,9.6,77.45,51.75,31.65,40.8
13-Feb-03,37665.00,61.2,19.79,7.2,20.4,31.7,5,52.32,40.18,22.45,29.5,33.8,22.4,21.06,50.38,7.74,21.65,26.24,37.18,20.75,38.14,29.09,8.44,11.25,32.2,9.4,75.86,51.31,31.21,39.98
12-Feb-03,37664.00,61.12,19.77,7.18,19.94,31.06,4.94,53.45,40.08,23.07,29.63,33.6,23.16,21.02,50.17,7.58,21.87,26.11,36.05,20.76,37,29.17,8.75,11.26,32.38,9.65,76.5,50,31.3,39.74
11-Feb-03,37663.00,61.54,19.81,7.18,20.62,31.5,5.08,52.98,40.44,23.71,29.84,33.86,23.33,21.29,50.61,7.81,22.53,26.96,36.4,20.9,37.8,29.11,8.85,11.6,32.7,9.8,77.39,52,31.5,39
10-Feb-03,37662.00,61.84,19.8,7.08,20.8,31.83,5.17,52.09,40.96,24.5,30.27,34.1,23.6,21.29,51.5,7.91,23.3,27.5,36.95,20.25,38.81,29.35,8.95,11.78,32.98,9.75,77.91,52.04,32.12,40.06
7-Feb-03,37659.00,61.24,19.59,7.22,21.22,31.42,5.04,51.29,40.91,25.18,30,33.97,23.14,21.32,51.2,7.77,23.26,27.89,36.95,20.43,39.21,29.37,8.8,11.58,32.88,9.44,77.1,51.84,32.1,39.53
6-Feb-03,37658.00,61.51,19.46,7.22,22,32.02,5.07,51.27,41.24,24.91,30.55,34.21,23.38,21.48,51.42,7.84,23.44,28.13,36.7,20.53,39.94,29.5,8.99,12.23,32.84,9.64,77.51,52.12,32.24,39.91
5-Feb-03,37657.00,61.57,19.84,7.3,22.66,34.39,5.03,51.83,41.33,25.35,30.67,34.25,23.35,21.83,51.5,7.89,23.68,28.45,37.4,20.98,39.47,29.8,9.09,12.15,33,9.48,77.26,52.1,32.33,40.05
4-Feb-03,37656.00,61.55,19.32,7.33,23.13,34.49,5.06,52.13,41.05,25.62,31.24,34.32,23.32,21.87,52.19,8.1,23.77,28.92,37.6,20.79,39.91,29.9,9.01,12.09,33.04,9.58,77.09,52.76,32.53,40.33
3-Feb-03,37655.00,62.5,19.95,7.18,23.65,35.18,5.05,50.96,41.43,25.28,31.11,35.02,23.8,22.12,50.75,7.84,23.87,29.18,38.16,20.86,40.18,30.14,9.2,11.57,32.94,9.45,78.18,53.34,32.32,40.15
31-Jan-03,37652.00,62.28,19.77,7.16,23.62,35.19,5.24,50.96,41.45,24.44,31.59,35.02,23.59,21.99,50.91,7.84,23.97,30.33,37.87,21.1,39.92,30.17,9.11,11.72,33.07,9.38,78.2,53.61,33.4,40.46
30-Jan-03,37651.00,61.96,19.87,7.46,23.3,34.68,5.17,52.19,40.51,23.85,30.66,34.36,23.11,21.52,49.62,7.84,23.4,29.25,37.21,20.98,39.8,29.89,9.01,11.55,33.05,9.4,78.3,51.54,31.72,39.2
29-Jan-03,37650.00,63.3,20.34,7.29,24.06,34.55,5.61,51.59,40.43,24.32,30.61,34.8,23.84,22.02,50.82,7.82,23.8,28.62,38.73,20.92,39.77,26.42,9.39,11.86,33.2,9.3,80.32,52.4,32.71,40.55
28-Jan-03,37649.00,62.92,20.26,7.06,24.35,34.44,5.3,50.78,40.37,24.32,31.45,34.55,23.51,21.92,51.52,7.67,23.88,28.55,38.73,20.66,40.05,26.5,9.57,11.98,33.44,9.2,80.11,53.04,33.13,41.1
27-Jan-03,37648.00,62.54,20.15,6.9,23.86,34.35,5.28,52.24,39.97,24.85,30.62,34.31,23.29,21.62,50.85,7.69,23.89,28.45,38.46,20.6,39.16,26.2,9.47,11.8,32.68,8.89,78.42,52.18,32.9,41.79
24-Jan-03,37645.00,63.18,20.71,7.08,25.65,34.29,5.43,53.5,41.02,24.54,31.01,34.81,23.87,21.96,51.61,7.85,23.78,28.75,39.92,20.86,40.44,26.45,9.75,12.4,32.75,9.2,78.99,53.61,33.35,42.83
23-Jan-03,37644.00,64.48,21.7,6.94,26.89,35.56,5.65,52.5,42.06,25.53,31.85,35.8,24.88,22.74,52.37,7.97,24.42,29.43,40.96,21.24,41.32,27.05,10.01,12.57,32.62,9.28,81.05,54.8,33.59,43.9
22-Jan-03,37643.00,63.75,20.8,7.01,26.57,36.27,5.72,50.87,41.5,26.93,31.78,35.45,25.1,22.22,51.98,7.95,24.64,30.42,40.65,21.12,40.81,26.25,9.74,12.57,32.42,9.18,79.7,54,34.26,44.55
21-Jan-03,37642.00,62.82,21.14,7.05,26.39,36.85,6,51.32,42.16,26.7,32.4,35.36,25.3,23.04,53.07,7.99,24.34,29.7,41.65,21.41,41.25,26.5,10.14,13.56,37,9.07,80.54,53.99,34.15,44.72
17-Jan-03,37638.00,63.16,22.15,7.31,26.81,37.52,6.03,51.18,43.05,27.28,33.29,35.74,25.41,23.52,53.76,8.02,24.33,30.46,42.16,22.16,41.61,26.4,10.16,13.71,37.08,9.41,81.3,54.79,34.63,45.1
16-Jan-03,37637.00,63.32,22.12,7.22,27.11,37.44,7.2,50.72,43.6,27.85,33.46,35.5,24.87,23.63,54,8.02,24.85,30.8,42.38,22.42,41.72,26.45,10.43,14.71,38.54,9.6,86.05,54.68,34.9,45.67
15-Jan-03,37636.00,63.51,22.2,7.3,27.3,37.52,7.45,51.1,43.01,28.54,33.35,35.72,25.19,23.59,52.3,8.06,24.51,31.38,42.5,22.18,41.16,25.97,10.3,14.34,38.56,9.5,87.59,55,33.35,44.9
14-Jan-03,37635.00,63.99,23.16,7.32,26.9,38.42,7.43,51.52,43.88,29.61,34.15,36.24,25.2,23.7,52.58,8.04,24.7,31.58,44,22.25,42.02,25.98,10.53,14.63,39.28,9.45,88.58,56.36,34.15,45.73
13-Jan-03,37634.00,63.27,22.87,7.36,27.09,38.12,7.45,50.44,43.8,28.76,34.3,36.19,25.2,23.85,52.85,8.04,24.54,31.5,43.73,22.5,42.45,26,10.58,14.86,39.25,9.74,87.51,56.04,34.51,45.76
10-Jan-03,37631.00,63.31,22.8,7.34,28.43,38.15,7.41,49.69,43.44,28.8,33.85,35.9,25.15,23.71,52.93,8.04,24.16,31.17,44.03,22.88,43.87,26.34,10.5,14.75,39.71,9.82,87.68,57.2,33.5,45.2
9-Jan-03,37630.00,63.84,22.5,7.28,30,38.1,6.91,48.88,43.81,29.07,33.9,36,25.3,23.67,53.1,8.09,24.28,31.17,44.29,23.15,44.02,26.69,10.23,15.02,39.85,9.54,87,56.85,34.25,44.53
8-Jan-03,37629.00,62.85,21.85,7.42,29.79,37.59,6.69,50.24,42.53,28.78,33.5,35.54,24.15,23.2,53.2,8.06,23.89,30.82,43.58,23,44.36,26.59,10.01,14.68,39.7,9.44,84.19,55.73,33.94,44.07
7-Jan-03,37628.00,63.54,24.38,7.45,29.97,37.83,7.17,50.27,43.85,30.28,33.3,35.68,25.1,23.92,53.58,8.19,23.9,31.04,44.58,23.11,44.6,26.85,10.13,15.15,39.92,9.16,86,56.06,33.85,44.36
6-Jan-03,37627.00,63.6,24.38,7.45,30.5,38.49,7.16,49.19,43.99,31.19,34.13,35.62,25.27,24.2,54.32,8.42,24.21,31.08,44.71,23.54,45.99,27.53,10.07,15.06,40.58,9.45,83.59,57.35,34.96,44.92
3-Jan-03,37624.00,63.14,23.8,7.4,28.75,38.03,6.94,49.32,42.49,28.88,34.18,35.12,24.75,23.72,53.16,8.44,24.12,30.16,43.66,23.43,43.84,27.15,9.68,15.32,40.6,9.49,81.65,56.81,34.31,44.74
2-Jan-03,37623.00,63.38,23.55,7.16,28.18,37.96,7.01,48.34,42.55,28.91,33.88,35.34,24.03,23.88,53.8,8.55,24.18,30.31,43.44,23.71,43.25,26.82,9.94,15.25,40.45,9.59,80.57,55.33,34.87,44.85
31-Dec-02,37621.00,61.65,22.78,7.02,27.33,36.99,6.46,49.16,42.75,27.11,32.99,34.78,23.15,22.86,52.43,8.26,23.47,29.38,42.4,22.92,42.82,26.4,9.3,14.79,39.68,9.36,77.5,53.71,34.27,43.84
30-Dec-02,37620.00,61.48,22.74,7.03,27.53,37.3,6.35,49.54,42.68,27.27,32.9,34.9,23.25,22.74,52.18,8.26,23.54,29.41,42.31,23.04,43,26.17,9.6,14.44,39.49,9.25,76.25,53.78,34.65,43.51
27-Dec-02,37617.00,60.67,22.54,7.2,27.41,37.54,6.35,50.68,42.45,27.28,32.33,34.58,23.35,22.53,52.15,8.25,23.17,29.41,42.31,23,42.51,25.75,9.58,14.75,39.55,9.2,77.36,53.11,34.42,43.47
26-Dec-02,37616.00,61.62,23.06,7.18,27.96,38.1,6.46,51.45,43.29,28.05,32.63,34.92,23.38,23.15,52.62,8.43,23.63,29.98,42.6,23.7,42.87,26.15,9.79,14.83,39.38,9.48,78.5,53.86,34.45,44.15
24-Dec-02,37614.00,61.72,23.04,7.24,27.24,37.98,6.57,51.64,43.13,27.8,32.65,34.88,23.59,23.2,52.44,8.42,23.58,29.94,42.65,23.75,42.9,26.25,9.6,14.73,39.41,9.66,79.76,54.9,34.41,44.23
23-Dec-02,37613.00,61.78,23.42,7.07,27.24,38.06,6.76,51.48,43.41,28,32.79,35.06,23.52,23.18,52.65,8.51,23.68,30.65,42.75,23.88,42.62,26.49,9.63,14.79,39.44,9.64,80.26,54.5,34.34,44.39
20-Dec-02,37610.00,62.06,23.85,7.1,27.78,38.24,6.62,50.77,43.78,28.21,32.71,35.15,23.58,23.25,52.4,8.29,23.57,30.78,42.96,23.78,43.23,26.5,9.78,14.1,39.44,9.54,79.79,54.52,34.52,44.08
19-Dec-02,37609.00,60.15,23,7.28,27.27,37.95,6.47,51.75,42.4,27.69,32.25,34.25,23.5,22.62,51.9,8.33,23.36,30.17,42.53,23.28,42.94,26.8,9.78,14.3,39.92,9.75,78.66,53.41,34.06,44.12
18-Dec-02,37608.00,60.43,23.18,7.54,27.5,37.98,6.67,51.62,42.43,27.25,32.02,34.24,23.85,22.8,52.67,8.38,23.66,30.11,43.51,23.39,43.1,26.8,9.71,14.88,39.06,9.78,79.13,53.7,34.26,44.54
17-Dec-02,37607.00,60.75,23.9,7.42,27.37,38.15,7.34,50.51,43.67,27.55,31.85,34.7,24.13,22.92,52.42,8.63,23.74,30,44.08,23.45,42.85,26.95,9.88,14.91,38.78,10.18,80.31,54.67,33.95,44.92
16-Dec-02,37606.00,61.82,24.15,7.4,26.84,38.48,7.47,50.32,44.64,27.13,31.92,35.14,24.9,23.14,52.75,8.74,24,29.75,44.33,23.32,42.4,27.13,9.94,15.02,39.24,10.12,81.62,55.58,33.42,45.73
13-Dec-02,37603.00,60.88,23.03,7.6,25.73,38.06,7.32,50.45,43.04,25.75,31.4,34.12,25.06,22.3,52.9,8.68,23.94,29.21,42.56,22.78,42.33,27.68,9.7,14.46,38.78,9.88,80,54.91,33.8,45.85
12-Dec-02,37602.00,61.82,23.25,7.74,25.8,38.23,7.75,47.27,43.61,25.56,32.05,34.77,25.35,22.56,53.08,8.67,24.2,29.04,43.06,22.95,41.76,27.71,9.85,14.41,39.96,10,80.17,55.05,33.36,45.87
11-Dec-02,37601.00,62.36,22.69,7.64,26.23,38.61,7.72,47.08,44.55,25.53,32.53,34.75,27.15,22.86,53.53,8.44,24.25,29.17,43.75,23.14,41.38,27.55,9.68,14.16,40.38,10.2,81.44,56.17,33.61,46.75
10-Dec-02,37600.00,62.55,23.01,7.38,26.41,38.45,7.95,47.64,44.14,25.7,32.25,34.69,27.1,22.78,54.1,8.35,24.53,29.09,43,23.05,41.08,27.5,9.62,13.76,40.18,9.92,80.8,55.86,34.47,46.5
9-Dec-02,37599.00,62.02,23.02,7.48,26.73,37.85,7.31,49.4,43.78,25.69,32.4,34.02,27.48,22.5,53.65,8.1,24.13,29,42.52,23.82,40.52,27.3,9.45,13.51,40.05,9.75,79.59,55.56,33,45.1
